;;;;;;jêzyk polski;;;;;matematyka;;;;;jêzyk angielski;;;;;jêzyk francuski;;;;;jêzyk hiszpañski;;;;;jêzyk niemiecki;;;;;jêzyk rosyjski;;;;;jêzyk w³oski;;;;
ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%)
8;Dolnoœl¹skie;Lubañski;Olszyna;Obszar wiejski;0210055;7;60,85714286;11,31911874;56;56;7;33,85714286;12,1940099;27;27;7;31,42857143;19,51451579;24;15;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubañski;Olszyna;Miasto;0210054;36;65,16666667;20,02983885;71;73;36;41,11111111;26,15846769;40;40;32;66,53125;31,27297593;84;96;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubañski;Platerówka;Gmina wiejska;0210062;9;56,44444444;18,2763424;62;69;9;22,55555556;15,87528555;20;10;6;54;30,83288288;52,5;;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubañski;Siekierczyn;Gmina wiejska;0210072;30;56,63333333;15,82083717;60;40;30;32,96666667;23,21419585;23;10;22;73,90909091;22,16653721;79;93;;;;;;;;;;;8;43,375;16,92584931;41;;;;;;;;;;;
8;Dolnoœl¹skie;Lubañski;Œwieradów-Zdrój;Gmina miejska;0210021;43;55,09302326;22,90406073;60;47;42;39,97619048;26,76216955;30;27;34;70,52941176;28,42868818;84,5;93;;;;;;;;;;;8;48,625;23,51030359;39,5;35;;;;;;;;;;
8;Dolnoœl¹skie;Lubiñski;Lubin;Gmina wiejska;0211022;103;63,72815534;15,34976941;64;60;103;46,93203883;28,38338846;40;17;102;71,73529412;26,66529156;80;96;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubiñski;Lubin;Gmina miejska;0211011;747;63,29718876;17,13252635;64;69;747;50,23694779;28,75444347;47;13;735;72,74421769;27,26184229;85;96;;;;;;;;;;;11;62,09090909;28,61167767;65;;;;;;;;;;;
8;Dolnoœl¹skie;Lubiñski;Rudna;Gmina wiejska;0211032;79;61,82278481;18,12248027;64;64;79;48,40506329;28,24464506;47;17;79;66,82278481;28,83201433;75;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubiñski;Œcinawa;Obszar wiejski;0211045;7;65;11,95228609;69;;7;36,71428571;15,63616948;40;;7;41,28571429;28,67410123;24;24;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lubiñski;Œcinawa;Miasto;0211044;63;58,0952381;18,83741151;58;71;63;48,93650794;30,04857074;43;13;63;64,25396825;27,61467763;71;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Gryfów Œl¹ski;Obszar wiejski;0212015;6;79,66666667;9,321420969;77;71;6;27,16666667;9,990273047;26,5;20;6;74,5;26,84989137;87,5;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Gryfów Œl¹ski;Miasto;0212014;71;64,57746479;15,73429194;67;60;71;40,49295775;26,07350025;37;17;69;62,24637681;29,16390751;71;91;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Lubomierz;Obszar wiejski;0212025;7;39,42857143;19,95607421;44;9;7;31,85714286;20,35701754;27;43;7;40,28571429;28,67410123;31;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Lubomierz;Miasto;0212024;33;57,06060606;20,819483;58;58;33;30,36363636;24,09302449;20;20;33;54,45454545;32,6014416;53;15;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Lwówek Œl¹ski;Obszar wiejski;0212035;10;64,2;20,0039996;67;40;10;44,9;22,72201576;43,5;17;9;78,22222222;22,04428763;87;95;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Lwówek Œl¹ski;Miasto;0212034;143;55,64335664;20,32133661;58;73;142;37,53521127;27,21424181;30;17;129;66,31782946;29,26277221;76;98;;;;;;;;;;;15;41,66666667;21,25924635;38;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Mirsk;Obszar wiejski;0212045;7;56,85714286;13,6635968;60;60;7;26,85714286;17,09994629;20;7;4;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Mirsk;Miasto;0212044;32;61,0625;19,80993674;63,5;56;32;36,125;26,87906946;25;23;32;61,75;32,29260751;69;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Lwówecki;Wleñ;Miasto;0212054;16;62,75;14,49353304;61;56;16;39,1875;24,51330952;30;10;15;64,06666667;27,73557683;51;96;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Milicki;Cieszków;Gmina wiejska;0213012;31;51,22580645;13,20486146;51;38;30;34,2;22,08377987;30;13;30;68,2;31,65901662;82;93;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Milicki;Kroœnice;Gmina wiejska;0213022;70;55,88571429;18,30030668;57;53;70;35,58571429;22,8663776;28,5;20;62;57,20967742;30,78653722;55;13;;;;;;;;;;;8;50,125;18,51646227;50,5;;;;;;;;;;;
8;Dolnoœl¹skie;Milicki;Milicz;Obszar wiejski;0213035;76;66,28947368;16,01628759;69;78;76;41,77631579;25,37746549;37;20;74;61,62162162;28,95135842;66;98;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Milicki;Milicz;Miasto;0213034;138;58,26086957;20,96937185;62;73;138;35,73913043;25,21021887;27;17;139;64,07913669;31,67121216;75;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Bierutów;Obszar wiejski;0214025;10;63,5;17,64227876;68,5;82;10;46,7;27,52108283;38,5;33;10;67,4;25,65618834;71;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Bierutów;Miasto;0214024;67;62,44776119;15,35576471;67;67;67;41,28358209;26,3284682;30;17;67;71,34328358;25,67509522;80;100;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Dobroszyce;Gmina wiejska;0214032;83;68,04819277;16,2331682;69;64;83;53,30120482;25,30523777;57;57;84;67,61904762;29,836421;79;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Dziadowa K³oda;Gmina wiejska;0214042;45;62,75555556;19,34500286;64;64;45;38,93333333;25,49893244;27;27;45;62,66666667;30,35054457;69;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Miêdzybórz;Miasto;0214054;40;59,8;23,71940134;60;56;40;50,5;28,38925853;48,5;13;40;58,2;32,23367804;64;85;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Oleœnica;Gmina wiejska;0214062;74;61,78378378;17,62083401;63;64;74;42,87837838;28,36297201;37;20;72;58,51388889;28,49171081;56;89;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Oleœnica;Gmina miejska;0214011;350;64,62;19,20985313;69;73;351;49,87179487;29,51600226;47;13;352;70,90056818;28,64583501;85;96;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Syców;Obszar wiejski;0214075;21;61,38095238;13,77186985;64;64;21;46,9047619;25,03122766;50;10;21;55,23809524;30,06169016;44;31;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Syców;Miasto;0214074;122;61,8442623;18,55033935;64;71;123;40,64227642;26,59516738;33;17;116;62,4137931;30,91369214;66;96;;;;;;;;;;;7;54,71428571;23,90884048;58;80;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Twardogóra;Obszar wiejski;0214085;18;59;25,11971337;60;76;18;44,66666667;31,31737182;28;20;18;56,33333333;31,17691454;51;35;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Oleœnicki;Twardogóra;Miasto;0214084;89;61,19101124;17,83499678;62;62;89;48,06741573;30,05343472;43;17;89;66,82022472;31,76053724;78;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;O³awski;Domaniów;Gmina wiejska;0215022;48;56,83333333;19,58031892;56;56;48;31,625;25,20220311;23;10;38;59,28947368;31,58106353;62;93;;;;;;;;;;;10;64,2;13,5114766;64,5;;;;;;;;;;;
8;Dolnoœl¹skie;O³awski;Jelcz-Laskowice;Obszar wiejski;0215035;56;60,78571429;16,27302137;61;64;56;45,01785714;25,13498634;40;37;57;73,61403509;28,46404589;91;100;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;O³awski;Jelcz-Laskowice;Miasto;0215034;144;65,26388889;18,5453596;67;76;144;46,91666667;28,99724604;40;37;164;69,76219512;29,44172889;84,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;O³awski;O³awa;Gmina wiejska;0215042;127;61,63779528;16,42049291;64;67;127;48,64566929;28,43739569;47;17;130;70,90769231;28,64113399;87;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;O³awski;O³awa;Gmina miejska;0215011;284;65,77112676;17,54853664;67;67;284;57,32746479;29,41881559;60;83;304;71,74342105;28,63299916;85;96;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Chocianów;Obszar wiejski;0216015;31;53,61290323;18,00838052;56;51;31;31,83870968;24,35238185;23;23;31;57,12903226;31,96342863;49;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Chocianów;Miasto;0216014;72;56,75;20,20227572;57;56;72;33,73611111;23,19901402;28,5;23;72;62,15277778;29,70300196;66;91;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Gaworzyce;Gmina wiejska;0216022;34;67,38235294;15,90600091;69;67;34;48,38235294;25,51587131;43;27;34;67,08823529;28,6473155;78;78;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Grêbocice;Gmina wiejska;0216032;50;59,92;15,29423421;60;60;50;34,08;22,0860499;27;17;49;63,89795918;27,71593876;69;35;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Polkowice;Obszar wiejski;0216045;18;53,55555556;16,9483602;57;44;18;55,16666667;26,28952051;62;73;18;60,22222222;30,81766369;67;15;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Polkowice;Miasto;0216044;242;62,90082645;15,55098517;64;71;242;47,58264463;28,74315205;43;20;230;69,2173913;29,32791595;84;98;;;;;;;;;;;12;57,66666667;16,02775371;62;62;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Przemków;Obszar wiejski;0216055;10;64,3;11,13597773;67;56;10;34,5;16,49393828;37;37;10;64,6;29,57431318;76,5;35;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Przemków;Miasto;0216054;60;55,4;19,66824852;53;42;60;41,28333333;24,85430323;37;13;60;61,28333333;31,35713192;68;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Polkowicki;Radwanice;Gmina wiejska;0216062;48;59,91666667;15,68018034;62;60;47;34,06382979;25,18054319;27;33;46;57,39130435;30,99612757;55;95;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Strzeliñski;Borów;Gmina wiejska;0217012;43;66,86046512;18,58679376;73;80;43;52,93023256;26,68628718;57;40;43;70,88372093;28,37802073;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Strzeliñski;Kondratowice;Gmina wiejska;0217022;22;57,63636364;19,75197448;58;51;22;35,09090909;28,4235963;25;10;22;56,63636364;30,9391565;53;22;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Strzeliñski;Przeworno;Gmina wiejska;0217032;37;57,83783784;17,93006461;62;67;37;36,89189189;24,89196526;33;10;37;66,83783784;30,58396817;84;84;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Strzeliñski;Strzelin;Obszar wiejski;0217045;34;60;20,8622936;64;51;34;38,61764706;27,09679241;25;13;34;66,85294118;30,27825113;81;100;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Strzeliñski;Strzelin;Miasto;0217044;178;64,23033708;19,404557;67;64;178;46,42134831;28,95729119;40;10;174;66,04022989;29,43263479;75;95;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Strzeliñski;Wi¹zów;Obszar wiejski;0217055;22;55,31818182;19,80217243;59;67;22;29,09090909;20,27965638;23;23;22;52,54545455;26,91354386;49;33;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Strzeliñski;Wi¹zów;Miasto;0217054;57;56,26315789;14,32152878;58;62;57;34,40350877;23,10453715;27;20;57;59,77192982;29,73863784;62;36;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Oborniki Œl¹skie;Obszar wiejski;0220015;67;57,80597015;18,8356908;60;71;67;37,80597015;25,27002756;33;17;67;62,88059701;31,16375736;75;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Oborniki Œl¹skie;Miasto;0220014;104;53,94230769;16,69513225;56;58;104;44,57692308;26,67997387;43;53;104;70,75;28,55552957;85;93;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Prusice;Obszar wiejski;0220025;26;54,23076923;19,70417311;61;29;26;36,76923077;18,7191956;33,5;20;26;58,30769231;29,211127;59;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Prusice;Miasto;0220024;55;43,58181818;18,64665791;44;44;55;41,43636364;24,65084445;33;20;57;64,70175439;31,02289189;80;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Trzebnica;Obszar wiejski;0220035;51;52,05882353;19,09153571;53;60;51;38,41176471;29,79088982;27;13;50;59,64;31,20561488;71;93;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Trzebnica;Miasto;0220034;185;59,71891892;17,69430872;60;58;185;54,31351351;28,30125737;53;50;183;76,05464481;27,10750239;89;96;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Wisznia Ma³a;Gmina wiejska;0220042;89;62,68539326;17,96663293;64;44;89;57,04494382;30,50470957;57;93;90;73,48888889;28,82870654;88;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;Zawonia;Gmina wiejska;0220052;43;52,46511628;19,07311372;56;47;43;39,46511628;24,30077885;37;20;43;61,8372093;30,45845835;67;95;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;¯migród;Obszar wiejski;0220065;60;54,16666667;17,26090638;58;60;60;31,95;23,80575911;20;13;60;60,3;30,38382245;60;91;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Trzebnicki;¯migród;Miasto;0220064;68;48,44117647;16,54439869;53;53;68;41,33823529;25,9380542;38,5;20;60;63,36666667;30,40721771;73;95;;;;;;;;;;;8;32,75;8,466847111;32;33;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzych;Wa³brzych;Gmina miejska;0265011;616;57,46753247;20,22067183;60;71;615;36,35934959;26,33053141;30;13;619;60,03231018;31,62975823;65;96;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Boguszów-Gorce;Gmina miejska;0221011;76;52,65789474;20,17199246;56;78;76;34,26315789;25,2432213;25;13;76;65;29,38178813;68;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Czarny Bór;Gmina wiejska;0221042;53;64,79245283;11,31597383;64;62;53;40,8490566;23,98772975;37;17;52;71,09615385;24,4054373;75,5;91;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;G³uszyca;Miasto;0221054;30;50,76666667;16,8358414;52;53;29;36,82758621;24,23031582;30;33;29;50,82758621;28,90301138;45;11;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Jedlina-Zdrój;Gmina miejska;0221021;22;49,18181818;21,00354161;52;51;22;33,63636364;23,8108941;25;17;21;55,85714286;30,9089072;58;16;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Mieroszów;Obszar wiejski;0221065;10;60,9;18,46320666;63,5;;10;35,8;21,57683943;31,5;47;10;69,7;30,81249746;83,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Mieroszów;Miasto;0221064;35;63,14285714;12,50404016;64;58;35;42,62857143;25,33894317;43;13;35;57,74285714;31,68897317;53;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Stare Bogaczowice;Gmina wiejska;0221072;32;58,1875;15,9793568;62;47;32;42,46875;25,14580529;41,5;10;28;65;30,56141358;81;25;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Szczawno-Zdrój;Gmina miejska;0221031;32;63,9375;14,08220841;67;67;32;47,21875;29,45413211;45;97;33;67,27272727;30,37470312;73;98;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wa³brzyski;Walim;Gmina wiejska;0221082;40;51,9;19,82775832;57;62;40;41,75;27,32832779;41,5;47;40;55,375;33,04443032;55,5;87;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wo³owski;Brzeg Dolny;Obszar wiejski;0222015;10;66,1;16,31226532;66,5;64;3;;;;;10;92,7;7,28079666;95,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wo³owski;Brzeg Dolny;Miasto;0222014;131;55,00763359;21,57836639;58;69;131;35,61832061;27,73414079;27;10;121;60,7768595;30,90280353;60;95;;;;;;;;;;;10;20,7;5,254521862;20;20;;;;;;;;;;
8;Dolnoœl¹skie;Wo³owski;Wiñsko;Gmina wiejska;0222022;66;60,24242424;14,76077994;60;60;66;36,78787879;24,5255063;30;30;61;60,60655738;31,66799009;69;95;;;;;;;;;;;5;50;16,55294536;47;;;;;;;;;;;
8;Dolnoœl¹skie;Wo³owski;Wo³ów;Obszar wiejski;0222035;58;47,75862069;21,20451346;51;64;58;33,39655172;24,24937941;27;13;56;57,64285714;32,19773094;60;91;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wo³owski;Wo³ów;Miasto;0222034;119;57,13445378;14,84254863;60;64;119;40,29411765;26,58183905;30;20;116;68,45689655;28,78169684;79;89;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³aw;Wroc³aw;Gmina miejska;0264011;4583;67,80471307;18,36959166;71;73;4583;59,63560986;30,38241776;63;100;4942;78,47915824;25,74315653;91;98;;;;;;1;;;;;55;74,25454545;25,80853853;85;100;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Czernica;Gmina wiejska;0223012;206;62;14,6771072;62;60;206;62,99514563;28,62233115;70;97;204;79;24,63935955;89;95;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;D³ugo³êka;Gmina wiejska;0223022;372;70,29569892;16,29726155;73;80;372;61,96774194;28,31787748;63;100;374;78,96256684;25,0133374;91;98;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Jordanów Œl¹ski;Gmina wiejska;0223032;30;55,6;20,00433286;57;27;30;56;26,47010893;58,5;47;31;58,93548387;34,79426675;58;98;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Kobierzyce;Gmina wiejska;0223052;312;71,86858974;16,29865617;73;69;312;68,91025641;28,38830379;80;93;324;84,17592593;23,34239058;95;98;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;K¹ty Wroc³awskie;Obszar wiejski;0223045;189;65,46031746;17,14348911;67;69;189;53,85714286;28,2310144;53;13;179;76,59776536;27,06592811;89;98;;;;;;;;;;;15;59,46666667;20,95667488;64;45;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;K¹ty Wroc³awskie;Miasto;0223044;92;64,43478261;14,69790309;64;69;92;54,30434783;30,55456243;50;97;93;79,16129032;23,52637062;89;96;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Mietków;Gmina wiejska;0223062;36;58,22222222;18,82685893;63;67;36;35,55555556;22,97637004;30;13;36;64,08333333;28,25319549;71;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Siechnice;Obszar wiejski;0223085;170;71,11764706;15,08556908;71;60;170;70,17058824;28,13267442;80;97;174;84,56321839;22,41751222;95;98;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Siechnice;Miasto;0223084;97;61,89690722;17,41576755;62;78;97;59,24742268;29,57884133;63;23;99;75,39393939;26,09880921;87;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Sobótka;Obszar wiejski;0223075;60;57,03333333;19,60524306;58;58;60;38,93333333;25,29418027;33;13;58;68,60344828;27,54803933;74,5;100;;;;;;;;;;;2;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;Sobótka;Miasto;0223074;95;59,51578947;18,19708661;60;56;95;48,95789474;29,51285743;50;10;95;64,66315789;32,67917751;76;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Wroc³awski;¯órawina;Gmina wiejska;0223092;113;69,30973451;15,38421191;73;73;113;57,87610619;30,25119986;57;90;113;77,12389381;27,42072491;91;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Bogatynia;Obszar wiejski;0225035;34;58,82352941;18,35510922;61;44;34;38,41176471;27,92860398;25;20;30;59,5;28,59341416;54,5;22;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Bogatynia;Miasto;0225034;140;53,87857143;18,25512369;56;69;141;36,31205674;25,66619731;27;13;138;61,84057971;30,56431716;67;96;;;;;;;;;;;3;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Pieñsk;Obszar wiejski;0225045;12;59,58333333;13,59815143;63;;12;28,08333333;28,94954903;17;13;8;53,5;35,72464136;48,5;15;;;;;;;;;;;4;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Pieñsk;Miasto;0225044;46;56,80434783;17,83818518;60;60;46;38,26086957;27,8313514;30;10;45;58,82222222;32,70629494;67;96;;;;;;;;;;;1;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Sulików;Gmina wiejska;0225052;46;51,52173913;17,45396321;53;56;46;27,97826087;21,47241823;20;17;33;51,96969697;29,36652893;51;96;;;;;;;;;;;13;43,53846154;17,3409936;36;27;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Wêgliniec;Obszar wiejski;0225065;36;59,88888889;18,79831224;62;47;36;42,72222222;26,96871759;40;27;36;71,33333333;28,35391409;82,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Wêgliniec;Miasto;0225064;24;67,33333333;14,80334046;68;84;24;38,625;23,15493558;28,5;17;24;82,41666667;18,75037037;89;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Zawidów;Gmina miejska;0225011;37;63,08108108;14,43415315;62;62;37;37,35135135;21,77056805;33;13;37;72,59459459;23,61797238;78;96;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Zgorzelec;Gmina wiejska;0225072;43;54,46511628;18,57899394;56;33;43;33;22,74223609;23;17;29;57,4137931;27,17442667;64;67;;;;;;;;;;;14;50,21428571;23,29984234;41,5;29;;;;;;;;;;
8;Dolnoœl¹skie;Zgorzelecki;Zgorzelec;Gmina miejska;0225021;271;59,19557196;19,20664809;62;67;270;42,05185185;27,53645893;37;13;216;73,875;28,30469345;88;98;;;;;;;;;;;54;73,05555556;22,90432328;77;82;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Bardo;Miasto;0224014;30;62,33333333;16,19945129;65,5;64;30;47,3;26,15995668;47;67;29;75,96551724;23,77115429;85;93;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Ciep³owody;Gmina wiejska;0224022;12;60,66666667;10,11050059;60;60;12;25,91666667;16,02320366;27;7;12;44,75;30,66791211;33,5;18;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Kamieniec Z¹bkowicki;Miasto;0224034;69;54,08695652;18,84701117;58;60;69;28,72463768;21,277929;17;17;69;58,55072464;30,16358119;60;24;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Stoszowice;Gmina wiejska;0224042;29;58,51724138;14,9103544;60;60;29;37,06896552;27,81829097;27;10;29;54,72413793;31,38953983;47;25;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Ziêbice;Obszar wiejski;0224065;32;60,5625;19,29853864;67;73;32;38,78125;28,04096822;30;17;27;60,14814815;28,00093081;49;38;;;;;;;;;;;5;59,2;25,99538421;60;31;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Ziêbice;Miasto;0224064;70;53,41428571;16,60248936;53;47;70;39;25,98571036;38,5;7;53;64,43396226;28,22918965;67;96;;;;;;;;;;;17;51,35294118;23,80049722;47;33;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Z¹bkowice Œl¹skie;Obszar wiejski;0224055;26;48,26923077;20,03181641;52,5;20;26;34,96153846;22,94723172;27;27;26;50,53846154;30,73988986;41;16;;;;;;;;;;;;;;;;;;;;;;;;;
8;Dolnoœl¹skie;Z¹bkowicki;Z¹bkowice Œl¹skie;Miasto;0224054;151;56,70198675;20,53257619;62;64;151;42,81456954;27,63657332;40;10;153;67,23529412;29,80322497;80;96;;;;;;;;;;;;;;;;;;;;;;;;;
